Nome,Jogadores_Range,Melhor_em_dados,No. Jogadores,Categoria,Categoria_Display,Image,BGG,Ludopedia,Regras,BiriDeck,BiriDeck_Display,BD_Adaptação,Magana,Conta_Notas,Dummy1,Dummy2,Dummy3,Dummy4,Dummy5,Dummy6,Dummy7,Dummy8,Dummy9,Dummy10,Media,Emoji_Media,Subtitulo,Alex,Bia,Ênyo,Fel,Júlio,Leo,Narumi,Torselli,Nome Alt,Fabrício,Resumo_Vaza,Com Resumo,Jorge O.,Mecânicas Secundárias,Resumo_Outros,Aline,Alison,Bruno Menezes,Daniel,Diego,Fernando,Gustavo,Ju Palmares,Kennedy,Luís Francisco,Marco Portugal,Paty,Paulo,Renato,Thom Bellotto,Zanferrari,Amábili,André,Arthur,BH,Bruno Carvalho,Bruno Feitosa,Bruno Fernandes,Bruno Sia,Flávio,Ítalo,Jorge F.,Luís Tanaka,Mauro,Nan Te,Perdomo,Studart,Targino,Thom Cunha,BD_Informação,Walter,Breno Carvalho,Carla,Eurico,Fernanda,Marcelo Lee,Matias,Mauricio I.,Otávio,Pablo,Riva,BD_PlayerAid,Resumo_Climbing,Lucas,BD_PA_Img,Pagat
A Tripulação,2 - 5 jogadores,4,"2, 3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/98LnQShydr11OBKS46xY-Q__imagepage/img/zMKI-BwvaWQiVVwg91Pb5P56uN8=/fit-in/900x600/filters:no_upscale():strip_icc()/pic5687013.jpg,https://boardgamegeek.com/boardgame/284083/crew-quest-planet-nine,https://ludopedia.com.br/jogo/the-crew-the-quest-for-planet-nine,https://devir.com.br/wp-content/uploads/2021/01/691868_Crew_Manual_271119_PT02.pdf,"{CB}
- {Az} {Lj} {Vd} {Am} : **[1-9]**
- {Bk} : **[1-4]**
- {Az} {Lj} {Vd} {Am} : **[1-9] {Verso}** --> missões
- **5 cubos pretos** --> comunicação
- {Cz} **[1-5], [100]** --> fichas de tarefa 1-5, última
- **[W,X,Y,Z]** --> fichas de tarefa >, >>, >>>, >>>>
- **Peão** --> comandante","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **[1-9]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;""> : **[1-4]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **[1-9] {Verso}** --> missões
- **5 cubos pretos** --> comunicação
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/Z_wqjell.png"" style=""height:23px; width:23px; display: inline;""> **[1-5], [100]** --> fichas de tarefa 1-5, última
- **[W,X,Y,Z]** --> fichas de tarefa >, >>, >>>, >>>>
- **Peão** --> comandante",✅,5,43,,,,,,,,,,,"4,4651162791",⭐⭐⭐,"2 - 5 jogadores, ⭐⭐⭐ (43) - ✅",5,4,5,4,5,5,5,4,The Crew,5,,,3,"Cooperativo, Campanha, Missões",,5,5,,4,5,4,5,,5,,4,5,5,5,5,5,4,5,4,2,4,5,5,,5,4,4,5,,4,4,5,2,5,"#### Informações Adicionais
- Sinal de Emergência não é necessário
- Necessita o livro de missões",5,5,4,3,4,4,5,4,4,5,5,,,,,
Aber Hallo!,3 - 4 jogadores,3,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/q3vq5z3Uic8eT_ziAW-Eyw__imagepage/img/DrxWmaoAQeEP0SYZdSNc5lPGGaE=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7743705.jpg,https://boardgamegeek.com/boardgame/1385/aber-hallo,https://ludopedia.com.br/jogo/aber-hallo,https://drive.google.com/file/d/1UpKGi4gGloHYm395E7a3A-NaV9iWqvsQ/view?usp=drive_link,,,,3,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5454545455",👍🏻,"3 - 4 jogadores, 👍🏻 (1) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abluxxen,2 - 5 jogadores,4,"2, 3, 4, 5",Shedding,  Shedding,https://cf.geekdo-images.com/93dmjdpiUd5J3Vf95uF0HQ__imagepage/img/SOPFmvx-hOReXwa3udJ25xP5HjE=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7634588.jpg,https://boardgamegeek.com/boardgame/153065/linko,https://ludopedia.com.br/jogo/linko-abluxxen,https://ludopedia.com.br/download.php?id_jogo_anexo=262920,"{CB}
- {Az} {Bk} {Lj} {Vd} {Am} {Rs} {Cn} {Ai} : **[1-13]**
- **[X] x5** --> Jokers","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/F_frtt11.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/G_bjahqf.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/H_ny9fxn.png"" style=""height:23px; width:23px; display: inline;""> : **[1-13]**
- **[X] x5** --> Jokers",✅✅✅,3,37,,,,,,,,,,,"3,4054054054",⭐⭐,"2 - 5 jogadores, ⭐⭐ (37) - ✅✅✅",3,3,2,4,4,,4,4,Linko,3,,,2,,,4,2,5,3,4,3,4,3,4,4,3,3,3,3,4,3,4,,3,2,4,4,4,4,5,,,,,3,3,3,,3,,,3,,,2,,4,,,,,,,,,
Agony Aunt,4 jogadores,4,4,Vaza,  Vaza,https://cf.geekdo-images.com/WRoNvE2Lm9sPVOv3cl8jPA__imagepage/img/qd9qxby70vRk_3Via59qdsNJJlk=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7437218.png,https://boardgamegeek.com/boardgame/63705/agony-aunt,,https://drive.google.com/file/d/1b9kCRYWxXK7KTE3mTW8yZBBq85k9_2dU/view?usp=drive_link,,,,4,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,6363636364",⭐,"4 jogadores, ⭐ (1) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alley Cat,2 jogadores,2,2,Vaza,  Vaza,https://cf.geekdo-images.com/gBHnkFKjxViEwWs7Fak-cQ__imagepage/img/lRtrofGjBe34km0KUPTDM4RTRl0=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6313427.jpg,https://boardgamegeek.com/boardgame/342389/alley-cat,,https://drive.google.com/file/d/1Sv81LO2D1BOxc3hiupMLFXtA8YzrXuFt/view?usp=drive_link,,,,1,2,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3181818182",👍🏻,"2 jogadores, 👍🏻 (2) - ",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ame Nochi Kumori Tokidoki Hyo,2 - 5 jogadores,4,"2, 3, 4, 5",Vaza,📝  Vaza,https://cf.geekdo-images.com/d1J-OVKizXCOTtfiEpEbcg__imagepage/img/vKLK9Qs2pZHDkTYPHAIsDN1tRAo=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8185111.jpg,https://boardgamegeek.com/boardgame/420509/amenochikumorishi-hiyou-ame-nochi-kumori-tokidoki,https://ludopedia.com.br/jogo/ame-nochi-kumori-tokidoki-hy,https://drive.google.com/file/d/1mN9GeWemeWTJWhzEs5pCiVaGNfLtuuOA/view?usp=drive_link,,,,,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,375",👍🏻,"2 - 5 jogadores, 👍🏻 (3) - ",,,,,2,,,2,アメのちクモり時々ヒョウ ,,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- N/A


**Distribuir Cartas:**
- 9 cartas por jogador


**Bid:**
- Após a separação das cartas, os jogadores podem apostar que farão 0 vazas e pegar a carta de tempo bom.


**Passar:**
- N/A


**Informações Adicionais:**
- Determinar lado de cartas de pontuação (A/B)
- Embaralhar deck de figuras e abrir uma linha de 9 cartas, separadas de 3 em 3
- Deixar cartas de tempo bom ao lado.
- Cada jogador divide a mão em 3 trios, um para cada conjunto de cartas de pontuação.

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must Follow


**Trunfo:**
- Sim, Azul


**Quem vence a vaza:**
- Maior trunfo; se não houver, maior carta da cor incial. O vencedor pega a primeira carta da linha das cartas de pontuação e deixa à sua frente.


**Desempate:**
- N/A


**Quem torna:**
- Quem venceu a vaza.


**Quem começa a próxima rodada:**
- O jogador à esquerda do último jogador inicial.


**Informações Adicionais:**
- N/A

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Ao final de cada rodada, verifique se a pessoa que apostou zero acertou. Se sim, ela fica com a carta de tempo bom. Se não, ela a devolve e vira para baixo as cartas que pegou - elas valem dois pontos negativos cada no final.
- A cada rodada os jogadores guardam as cartas ganhas. No final, pontuam de acordo com a tabela de pontuação. Cartas de tempo bom valem 7 pontos.


**Fim de Jogo:**
- 4 rodadas.


**Quem vence o jogo:**
- Quem tiver mais pontos.


**Desempate:**
- Quem tiver menos cartas de pontuação
- Quem tiver mais cartas de lebre

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- 2 jogadores: usar cartas de 1 a 6. Todo o restante continua igual.
- 3 jogadores: use cartas de 1 a 6. Quando criar a fila, use 6 cartas em 2 grupos de 3. O jogo dura 6 rodadas.
- 5 jogadores: remova uma carta de uma aranha. Faça a fila com 7 cartas (3/4). Distribua 7 cartas por jogador. Jogue 5 rodadas. Se usar a carta de ponutação B da Bala, o 5° jogador também faz 0 pontos.
",📝,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anansi,3 - 5 jogadores,4,"3, 4, 5",Vaza,  Vaza,https://cf.geekdo-images.com/-DlYMgaKpV5oMjiQ4OvUYg__imagepage/img/AwSDzJZuOtVJ0hJYeCVMSye17sw=/fit-in/900x600/filters:no_upscale():strip_icc()/pic5644962.jpg,https://boardgamegeek.com/boardgame/317983/anansi,https://ludopedia.com.br/jogo/anansi,https://drive.google.com/file/d/1Hlx_iTy16WDlFEcdQZt3NhZaBsXZ6NGj/view?usp=drive_link,"{CB}
- {Az} {Lj} {Vd} : **[1-14, Cor]**
- **Cubo Preto x 36** --> seguidores
- **score track** --> pontos e bônus são regristrados na hora.","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> : **[1-14, Cor]**
- **Cubo Preto x 36** --> seguidores
- **score track** --> pontos e bônus são regristrados na hora.",✅✅,3,14,,,,,,,,"2,5","2,5","2,5","2,7352941176",⭐,"3 - 5 jogadores, ⭐ (14) - ✅✅",,,,3,2,,,4,,3,,,2,Aposta,,3,2,,,,3,2,,,3,,,,,,2,3,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,,"### Player Aid
- 1 a 4 --> zero seguidores;
- 5 a 9 --> um seguidor;
- 10 a 14 --> dois seguidores;",,,,
Anansi and the Box of Stories,3 - 8 jogadores,"4, 5","3, 4, 5, 6, 7, 8",Vaza,  Vaza,https://cf.geekdo-images.com/g29ysx6-XdUR2Cc7y9Pr0w__imagepage/img/KMLlfJb8Tf0EaAnjD4dogsmyRpk=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3342811.jpg,https://boardgamegeek.com/boardgame/217298/anansi-and-box-stories,https://ludopedia.com.br/jogo/anansi-and-the-box-of-stories,https://drive.google.com/file/d/1e44mKT7Gl5aPRuRYI1Y_7WC6TbqGxF4h/view?usp=drive_link,,,,3,4,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,6666666667",⭐,"3 - 8 jogadores, ⭐ (4) - ",,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,,,,,,,,,,,,,,,,,
Angels and Devils,3 - 4 jogadores,4,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/ffNhVMJSKC3elMw6GtgRhA__imagepage/img/Czz_qF1FT-UgmQBpxUN0ofMvGZg=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7469760.png,https://boardgamegeek.com/boardgame/385756/angels-and-devils,https://ludopedia.com.br/jogo/angels-and-devils,https://drive.google.com/file/d/1JoatYjeAgYVNYC7KC3DH2S_mD-2q0_zx/view?usp=drive_link,,,,4,25,,,,,,,,,,,"3,92",⭐⭐,"3 - 4 jogadores, ⭐⭐ (25) - ",4,4,3,3,3,,4,5,,4,,,4,,,4,2,5,4,4,4,5,,,,,,3,,2,5,4,,4,,,4,,,,,,4,4,3,,,,4,,,,4,,,,5,,,,4,,,,,
Animal Poker,4 - 8 jogadores,"6, 8","4, 5, 6, 7, 8",Climbing,  Climbing,https://cf.geekdo-images.com/f8tdrdpHxrMynYkYqYIZYA__imagepage/img/vesSUR3q-i_RMMuxxC-lP1-Zuog=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6407783.jpg,https://boardgamegeek.com/boardgame/602/animal-poker,https://ludopedia.com.br/jogo/animal-poker,https://drive.google.com/file/d/1c61GdIY7bNcKCSkKpEjZkhJrjHSCRa41/view?usp=drive_link,,,,1,4,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,0833333333",👍🏻,"4 - 8 jogadores, 👍🏻 (4) - ",,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Animale Tattica,2 - 4 jogadores,,"2, 3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/uXRKXBuTt-6z8-Z-9C3AMQ__imagepage/img/AK1yeLoVvjMJfsYUm5cVdZwDlrY=/fit-in/900x600/filters:no_upscale():strip_icc()/pic3906833.jpg,https://boardgamegeek.com/boardgame/243191/animale-tattica,https://ludopedia.com.br/jogo/animale-tattica,https://drive.google.com/file/d/12A7QEcw6N7k8cbMCCqCKESayxjWzgsbq/view?usp=drive_link,,,,1,1,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,3636363636",👍🏻,"2 - 4 jogadores, 👍🏻 (1) - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia: Preventing Extinction,1 - 3 jogadores,2,"1, 2, 3",Vaza,  Vaza,https://cf.geekdo-images.com/jkcZZUsAYVcnQB9xlxcBmQ__imagepage/img/ag7q5AWgBEuyeAu3ivAdmYsxfpo=/fit-in/900x600/filters:no_upscale():strip_icc()/pic6592100.png,https://boardgamegeek.com/boardgame/353632/animalia-preventing-extinction,https://ludopedia.com.br/jogo/-animalia-preventing-extinction,https://drive.google.com/file/d/15KDZRHYvu5E-ZdmkIOTPMbae4XhwCrdy/view?usp=drive_link,,,,1,3,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,2916666667",👍🏻,"1 - 3 jogadores, 👍🏻 (3) - ",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Aqua Regia,2 - 5 jogadores,,"2, 3, 4, 5",Climbing,  Climbing,https://cf.geekdo-images.com/AW-VRFEtoapgfTxP4m20CA__imagepage/img/g0-APbPhIuFLkFjBlx1X954wDdY=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8104364.jpg,https://boardgamegeek.com/boardgame/417661/akuaregia-aqua-regia,,https://drive.google.com/file/d/1CgnUi6wVqAebt4xcQTqglfEjM56MsPNu/view?usp=drive_link,,,,,0,,,,,,,,,,,,,"2 - 5 jogadores,  (0) - ",,,,,,,,,アクアレギア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeology: The New Expedition,2 - 5 jogadores,4,"2, 3, 4, 5",Rummy,  Rummy,https://cf.geekdo-images.com/5fsW7qzvnkg8L0iVx_AM1A__imagepage/img/VymqScAciEgPXhqT-HK-kuNzOM8=/fit-in/900x600/filters:no_upscale():strip_icc()/pic2805898.png,https://boardgamegeek.com/boardgame/191300/archaeology-the-new-expedition,https://ludopedia.com.br/jogo/archaeology-the-new-expedition,https://ludopedia.com.br/jogo/archaeology-the-new-expedition/anexos/158837,,,,4,10,,,,,,"2,5","2,5","2,5","2,5","2,5","2,4333333333",👍🏻,"2 - 5 jogadores, 👍🏻 (10) - ",3,,,,,,,,,,,,,,,,2,,,,,2,2,,,2,,3,,2,2,,,,,,,,,3,,,,,,,,2,,,,,,2,,,,,,,,,,,,
Atsumare Hero World,3 - 6 jogadores,,"3, 4, 5, 6",Vaza,📝  Vaza,https://cf.geekdo-images.com/66tKeH4_JfsPQ-LFpnjX5A__imagepage/img/t6zPgjx_NzFTvLcjamX5P9lnmc4=/fit-in/900x600/filters:no_upscale():strip_icc()/pic8188582.jpg,https://boardgamegeek.com/boardgame/420723/atsumarehirowarudo-atsumare-hero-world,https://ludopedia.com.br/jogo/atsumare-hero-world,https://drive.google.com/open?id=1iqPeYC2Cwv4oP7cSorgnxfKumRhevLHg&usp=drive_copy,,,,,4,,,"2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,5","2,75",⭐,"3 - 6 jogadores, ⭐ (4) - ",,,,,3,,,3,あつまれヒーローワールド,3,"<center><span style=""hyphens:none; color:#FF6600; font-weight:bold; font-size:x-large"">Setup</span></center>

<span style=""hyphens:none"">

**Remover Cartas:**
- 3 jogadores: 1 naipe inteiro e cartas 17-20 (9 cartas)


**Distribuir Cartas:**
- 9/7 para 3-5/6 jogadores


**Bid:**
- N/A


**Passar:**
- N/A


**Informações Adicionais:**
- Em 3 e 4 jogadores, as 9 cartas que sobram formam um dummy.

------

<center><span style=""hyphens:none; color:#00AA00; font-weight:bold; font-size:x-large"">Gameplay</span></center>

**Modo de Jogo:**
- Must NOT Follow


**Trunfo:**
- Não


**Quem vence a vaza:**
- Os jogadores se dividem em time: quem jogou heróis e quem jogou fantasma.
    - Força dos heróis: cartas somadas
    - Força do fantasma: cartas subtraídas da maior
- Compare as duas forças. A maior ganha. Cada jogador que participou da força vencedora guarda a carta que jogou como pontuação.
- Se só houver cartas de um tipo, não há vencedor.


**Desempate:**
- Heróis vencem.


**Quem torna:**
- Quem jogou a maior carta do lado vencedor. Se empate, quem jogou depois. Se não houver vencedor, quem jogou a maior carta.


**Quem começa a próxima rodada:**
- O jogador à esquerda do último jogador inicial.


**Informações Adicionais:**
- Em 3 e 4 jogadores, primeiro vira uma carta do dummy.
- O jogador sempre pode jogar fantasma (preto).
- Se não houver jogada possível, acaba a rodada.

------

<center><span style=""hyphens:none; color:#0000AA; font-weight:bold; font-size:x-large"">Pontuação</span></center>

**Pontuação:**
- Cada carta guardada vale 1 ponto.


**Fim de Jogo:**
- Rodadas = número de jogadores.


**Quem vence o jogo:**
- Quem tiver mais pontos.


**Desempate:**
- N/A

------

<center><span style=""hyphens:none; color:#AA0000; font-weight:bold; font-size:x-large"">Variantes</span></center>

**Variantes e Regras Adicionais:**
- N/A
",📝,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auf falscher Fährte,3 - 4 jogadores,4,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/-QJ05j7kkbVvDqTfOefdbw__imagepage/img/jSIuRxgbEmnAJO-5M85MFMDLPnk=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7198921.jpg,https://boardgamegeek.com/boardgame/1317/auf-falscher-fahrte,https://ludopedia.com.br/jogo/auf-falscher-fahrte,https://drive.google.com/open?id=1nADJTvEToypdAB__eVoJfbgrcYF8M_w1&usp=drive_copy,"{CB}
- {Az} {Bk} {Lj} {Vd} : **[0-12, Cor]**
- **[X] x 4** --> Jokers
- **Cubo Branco x 8** --> track
- **Cubo Azul x 4**--> track
- **Cubo Vermelho x 1** --> track","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> : **[0-12, Cor]**
- **[X] x 4** --> Jokers
- **Cubo Branco x 8** --> track
- **Cubo Azul x 4**--> track
- **Cubo Vermelho x 1** --> track",✅✅✅,4,12,,,,,,,"2,5","2,5","2,5","2,5","3,375",⭐,"3 - 4 jogadores, ⭐ (12) - ✅✅✅",3,,,3,4,,4,5,,,,,,,,,4,,,,,3,4,,,3,,,,,2,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurum,3 - 4 jogadores,4,"3, 4",Vaza,  Vaza,https://cf.geekdo-images.com/1MRtI2kpEGUanQQ246p-nw__imagepage/img/FwCvpSLOI4nO6mSxHdpGZjFhUwQ=/fit-in/900x600/filters:no_upscale():strip_icc()/pic7439092.jpg,https://boardgamegeek.com/boardgame/383459/aurum,https://ludopedia.com.br/jogo/aurum,https://ludopedia.com.br/jogo/aurum,"{CB}
- {Az} {Bk} {Vd} {Rs} {Cn} : **[1-10]**
- {Am} : **[1-8]**
- {Lj} : **[1=3]**
- **Cubo Amarelo x3** --> Round Winner
- **[X] x 4** --> 0s iniciais (modo básico)","<span style=""hyphens:none"">

#### Composição do Baralho
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/A_gkyn8t.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/B_cqtswz.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/D_hosby3.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/F_frtt11.png"" style=""height:23px; width:23px; display: inline;""> <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/G_bjahqf.png"" style=""height:23px; width:23px; display: inline;""> : **[1-10]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567244/E_hepvta.png"" style=""height:23px; width:23px; display: inline;""> : **[1-8]**
- <img src=""https://res.cloudinary.com/dq7pvowk0/image/upload/v1725567243/C_ht4wkl.png"" style=""height:23px; width:23px; display: inline;""> : **[1=3]**
- **Cubo Amarelo x3** --> Round Winner
- **[X] x 4** --> 0s iniciais (modo básico)",✅✅✅,4,23,,,,,,,,,,,"3,6086956522",⭐⭐,"3 - 4 jogadores, ⭐⭐ (23) - ✅✅✅",4,4,4,3,3,,4,3,,4,,,3,Times,,3,,,3,,4,4,3,,,3,,,,,4,3,,4,,2,,4,,5,,,,,,,,,4,,,4,,,,,,,,,4,,,,,
